County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct
"
RICHMOND",11/06/2018,06,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,193.0,0.0,0.0,0.0,193.0,Y
"
RICHMOND",11/06/2018,10,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,98.0,0.0,0.0,0.0,98.0,Y
"
SCOTLAND",11/06/2018,10,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,226.0,0.0,0.0,0.0,226.0,Y
"
SCOTLAND",11/06/2018,06,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,71.0,0.0,0.0,0.0,71.0,Y
"
SCOTLAND",11/06/2018,09,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,181.0,0.0,0.0,0.0,181.0,Y
"
SCOTLAND",11/06/2018,03,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,317.0,0.0,0.0,0.0,317.0,Y
"
SCOTLAND",11/06/2018,ABSENTEE,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,0.0,0.0,147.0,0.0,147.0,N
"
SCOTLAND",11/06/2018,08,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,80.0,0.0,0.0,0.0,80.0,Y
"
SCOTLAND",11/06/2018,02,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,209.0,0.0,0.0,0.0,209.0,Y
"
SCOTLAND",11/06/2018,05,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,114.0,0.0,0.0,0.0,114.0,Y
"
SCOTLAND",11/06/2018,04,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,292.0,0.0,0.0,0.0,292.0,Y
"
SCOTLAND",11/06/2018,07,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,407.0,0.0,0.0,0.0,407.0,Y
"
SCOTLAND",11/06/2018,PROVISIOINAL,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,0.0,0.0,0.0,44.0,44.0,N
"
SCOTLAND",11/06/2018,ONE STOP,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,0.0,3485.0,0.0,0.0,3485.0,N
"
SCOTLAND",11/06/2018,01,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Dan McCready,DEM,1.0,335.0,0.0,0.0,0.0,335.0,Y
"
SCOTLAND",11/06/2018,05,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,8.0,0.0,0.0,0.0,8.0,Y
"
SCOTLAND",11/06/2018,02,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,5.0,0.0,0.0,0.0,5.0,Y
"
SCOTLAND",11/06/2018,08,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,8.0,0.0,0.0,0.0,8.0,Y
"
SCOTLAND",11/06/2018,09,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,8.0,0.0,0.0,0.0,8.0,Y
"
SCOTLAND",11/06/2018,06,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,1.0,0.0,0.0,0.0,1.0,Y
"
SCOTLAND",11/06/2018,03,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,15.0,0.0,0.0,0.0,15.0,Y
"
SCOTLAND",11/06/2018,10,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,7.0,0.0,0.0,0.0,7.0,Y
"
SCOTLAND",11/06/2018,PROVISIOINAL,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,0.0,0.0,0.0,2.0,2.0,N
"
SCOTLAND",11/06/2018,01,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,4.0,0.0,0.0,0.0,4.0,Y
"
SCOTLAND",11/06/2018,04,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,12.0,0.0,0.0,0.0,12.0,Y
"
SCOTLAND",11/06/2018,07,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,15.0,0.0,0.0,0.0,15.0,Y
"
SCOTLAND",11/06/2018,ABSENTEE,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,0.0,0.0,6.0,0.0,6.0,N
"
SCOTLAND",11/06/2018,ONE STOP,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Jeff Scott,LIB,1.0,0.0,106.0,0.0,0.0,106.0,N
"
SCOTLAND",11/06/2018,02,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,52.0,0.0,0.0,0.0,52.0,Y
"
SCOTLAND",11/06/2018,08,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,141.0,0.0,0.0,0.0,141.0,Y
"
SCOTLAND",11/06/2018,05,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,237.0,0.0,0.0,0.0,237.0,Y
"
SCOTLAND",11/06/2018,04,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,335.0,0.0,0.0,0.0,335.0,Y
"
SCOTLAND",11/06/2018,07,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,238.0,0.0,0.0,0.0,238.0,Y
"
SCOTLAND",11/06/2018,01,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,61.0,0.0,0.0,0.0,61.0,Y
"
SCOTLAND",11/06/2018,PROVISIOINAL,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,0.0,0.0,0.0,23.0,23.0,N
"
SCOTLAND",11/06/2018,09,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,236.0,0.0,0.0,0.0,236.0,Y
"
SCOTLAND",11/06/2018,03,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,242.0,0.0,0.0,0.0,242.0,Y
"
SCOTLAND",11/06/2018,06,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,66.0,0.0,0.0,0.0,66.0,Y
"
SCOTLAND",11/06/2018,ABSENTEE,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,0.0,0.0,95.0,0.0,95.0,N
"
SCOTLAND",11/06/2018,10,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,196.0,0.0,0.0,0.0,196.0,Y
"
SCOTLAND",11/06/2018,ONE STOP,1183.0,S,US HOUSE OF REPRESENTATIVES DISTRICT 09,Mark Harris,REP,1.0,0.0,2541.0,0.0,0.0,2541.0,N
